repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
HKUDS/DeepCode,results.csv,True,SKILL.md,/nanobot/nanobot/skills/cron/SKILL.md,main,main,https://github.com/HKUDS/DeepCode/blob/76d30cdac88217ff5919ddd2b93b5546946ded84/nanobot/nanobot/skills/cron/SKILL.md,c8beecb6f02da69f85091227ff494d44b035ecf9,,code_search,200,none,,2026-02-24T02:09:40Z,14392,false,false,0,0,0,95436705,HKUDS/DeepCode,false,124,7,12,1931,Python,main,MIT License,http://arxiv.org/abs/2512.07921,132,14392,5,80491,2025-05-14T05:23:02,2026-02-12T10:48:39,2026-02-14T12:51:15,68,23,40,12,9754,45940,10964,"[{""blankLines"":11,""codeLines"":61,""commentLines"":23,""language"":""AppleScript""},{""blankLines"":8,""codeLines"":29,""commentLines"":0,""language"":""INI""},{""blankLines"":0,""codeLines"":16,""commentLines"":0,""language"":""HTML""},{""blankLines"":83,""codeLines"":451,""commentLines"":0,""language"":""Windows Module Definition""},{""blankLines"":1,""codeLines"":22,""commentLines"":0,""language"":""Text""},{""blankLines"":7484,""codeLines"":27312,""commentLines"":10513,""language"":""Python""},{""blankLines"":15,""codeLines"":55,""commentLines"":2,""language"":""CSS""},{""blankLines"":6,""codeLines"":24,""commentLines"":5,""language"":""DOS Batch""},{""blankLines"":12,""codeLines"":75,""commentLines"":1,""language"":""TOML""},{""blankLines"":11,""codeLines"":43,""commentLines"":1,""language"":""Bourne Again Shell""},{""blankLines"":25,""codeLines"":77,""commentLines"":29,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":7774,""commentLines"":0,""language"":""JSON""},{""blankLines"":518,""codeLines"":4933,""commentLines"":201,""language"":""TypeScript""},{""blankLines"":153,""codeLines"":925,""commentLines"":77,""language"":""Bourne Shell""},{""blankLines"":13,""codeLines"":124,""commentLines"":19,""language"":""PHP""},{""blankLines"":2,""codeLines"":4,""commentLines"":0,""language"":""make""},{""blankLines"":62,""codeLines"":436,""commentLines"":69,""language"":""YAML""},{""blankLines"":1350,""codeLines"":3517,""commentLines"":23,""language"":""Markdown""},{""blankLines"":0,""codeLines"":62,""commentLines"":1,""language"":""JavaScript""}]",2026-02-12T10:48:39,76d30cdac88217ff5919ddd2b93b5546946ded84,false,false,false,false,"{""Python"":1684552,""TypeScript"":175660,""Shell"":36191,""Dockerfile"":4210,""JavaScript"":2740,""CSS"":1890,""HTML"":789,""Batchfile"":702}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agentic-coding;llm-agent
Hmbown/Hegelion,results.csv,True,SKILL.md,/skills/hegelion/SKILL.md,main,main,https://github.com/Hmbown/Hegelion/blob/d51a5af594747b2d4e8e89aeb734cf564a449ad7/skills/hegelion/SKILL.md,5a810a8e4aba39e0a034d4a7b628f5af78abf4d2,,code_search,200,none,,2026-02-24T02:12:40Z,115,false,false,0,1,0,95548803,Hmbown/Hegelion,false,243,12,2,10,Python,main,MIT License,https://hegelion-web.pages.dev/,2,115,4,3166,2025-11-15T07:06:33,2026-02-04T04:20:43,2026-02-04T04:20:43,0,0,25,0,1559,11995,720,"[{""blankLines"":1,""codeLines"":22,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":545,""codeLines"":1519,""commentLines"":0,""language"":""Markdown""},{""blankLines"":37,""codeLines"":201,""commentLines"":22,""language"":""YAML""},{""blankLines"":37,""codeLines"":170,""commentLines"":21,""language"":""Bourne Shell""},{""blankLines"":11,""codeLines"":104,""commentLines"":1,""language"":""TOML""},{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""SVG""},{""blankLines"":3,""codeLines"":25,""commentLines"":3,""language"":""HTML""},{""blankLines"":28,""codeLines"":612,""commentLines"":0,""language"":""Text""},{""blankLines"":788,""codeLines"":3416,""commentLines"":668,""language"":""Python""},{""blankLines"":9,""codeLines"":61,""commentLines"":0,""language"":""CSS""},{""blankLines"":88,""codeLines"":800,""commentLines"":5,""language"":""TypeScript""},{""blankLines"":5,""codeLines"":5053,""commentLines"":0,""language"":""JSON""},{""blankLines"":7,""codeLines"":10,""commentLines"":0,""language"":""Dockerfile""}]",2026-02-04T04:20:36,d51a5af594747b2d4e8e89aeb734cf564a449ad7,false,false,false,false,"{""Python"":175208,""TypeScript"":35825,""HTML"":1893,""CSS"":1313,""Shell"":975,""Dockerfile"":660,""JavaScript"":616,""Procfile"":83}",bug;codex;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-safety;anthropic;auto-code;benchmarking;dialecticism;evaluation;hegelian;llm;mcp;ollama;openai;pair-programming;reasoning;research
ImCa0/just-laws,results.csv,True,SKILL.md,/.claude/skills/addlaws/SKILL.md,master,master,https://github.com/ImCa0/just-laws/blob/23d998cefc6ef2fc883545b594726e7dc47ac458/.claude/skills/addlaws/SKILL.md,68e207a645c75e630aaab15065b90892aa9437c8,,code_search,200,none,,2026-02-24T02:13:41Z,704,false,false,1,0,0,95612695,ImCa0/just-laws,false,125,1,0,86,Python,master,MIT License,https://www.justlaws.cn,10,704,5,1923,2022-03-22T11:55:09,2026-02-04T05:28:44,2026-02-04T05:28:49,8,5,7,0,17520,20827,201,"[{""blankLines"":2,""codeLines"":14,""commentLines"":0,""language"":""SCSS""},{""blankLines"":140,""codeLines"":414,""commentLines"":200,""language"":""Python""},{""blankLines"":4,""codeLines"":35,""commentLines"":0,""language"":""YAML""},{""blankLines"":17365,""codeLines"":20059,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":16,""commentLines"":0,""language"":""JSON""},{""blankLines"":5,""codeLines"":17,""commentLines"":0,""language"":""Text""},{""blankLines"":4,""codeLines"":272,""commentLines"":1,""language"":""JavaScript""}]",2026-02-04T05:28:31,23d998cefc6ef2fc883545b594726e7dc47ac458,true,false,false,false,"{""Python"":23194}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,china;laws
Jeffallan/claude-skills,results.csv,True,SKILL.md,/skills/php-pro/SKILL.md,main,main,https://github.com/Jeffallan/claude-skills/blob/77037f2d384baea59d97fdd7b43d9a855babc444/skills/php-pro/SKILL.md,3a5c4201c64a55a4d337f3744cd7ea240878981e,,code_search,200,none,,2026-02-24T02:16:41Z,2426,false,false,1,0,0,95612911,Jeffallan/claude-skills,false,127,2,12,161,Python,main,MIT License,,16,2426,8,8867,2025-10-20T08:27:22,2026-02-13T12:58:20,2026-02-14T05:52:05,118,26,25,0,32592,142372,672,"[{""blankLines"":45,""codeLines"":93,""commentLines"":19,""language"":""Bourne Shell""},{""blankLines"":29,""codeLines"":263,""commentLines"":12,""language"":""HTML""},{""blankLines"":525,""codeLines"":2078,""commentLines"":376,""language"":""Python""},{""blankLines"":6,""codeLines"":45,""commentLines"":4,""language"":""CSS""},{""blankLines"":43,""codeLines"":566,""commentLines"":4,""language"":""YAML""},{""blankLines"":31775,""codeLines"":131180,""commentLines"":193,""language"":""Markdown""},{""blankLines"":0,""codeLines"":7034,""commentLines"":0,""language"":""JSON""},{""blankLines"":7,""codeLines"":48,""commentLines"":0,""language"":""make""},{""blankLines"":1,""codeLines"":3,""commentLines"":0,""language"":""Text""},{""blankLines"":24,""codeLines"":175,""commentLines"":9,""language"":""TypeScript""},{""blankLines"":125,""codeLines"":720,""commentLines"":53,""language"":""JavaScript""},{""blankLines"":12,""codeLines"":167,""commentLines"":2,""language"":""Astro""}]",2026-02-13T12:58:19,8b1a6145137a64aafad48a4edb9a878d8cfb9d12,true,false,false,false,"{""Python"":102527,""JavaScript"":32824,""HTML"":9442,""Astro"":5449,""Shell"":5045,""Makefile"":1597,""MDX"":1538,""CSS"":1291,""TypeScript"":270}",P1-high-impact;P2-medium-impact;P3-niche;bug;documentation;duplicate;enhancement;good first issue;gratitude;help wanted;invalid;maintenance;needs-third-party;question;skill-conversion;skill-enhancement;v0.3.0;v0.4.0;v0.5.0;wontfix;workflow,ai-agents;claude;claude-code;claude-marketplace;claude-skills
K-Dense-AI/claude-scientific-skills,results.csv,True,SKILL.md,/scientific-skills/esm/SKILL.md,main,main,https://github.com/K-Dense-AI/claude-scientific-skills/blob/9bc98cabe8a6c529ed1052bee5caabf7173c2ffa/scientific-skills/esm/SKILL.md,35d4b9721f6ea0ba72469403c0d8b774cf85bb42,,code_search,200,none,,2026-02-24T02:18:42Z,7944,false,false,0,0,0,95516355,K-Dense-AI/claude-scientific-skills,false,242,2,51,939,Python,main,MIT License,https://k-dense.ai,59,7944,12,27657,2025-10-19T08:54:15,2026-02-05T04:53:59,2026-02-05T08:28:15,9,0,33,1,96628,327911,14090,"[{""blankLines"":5,""codeLines"":25,""commentLines"":0,""language"":""Text""},{""blankLines"":3042,""codeLines"":10458,""commentLines"":1617,""language"":""TeX""},{""blankLines"":10678,""codeLines"":33348,""commentLines"":12186,""language"":""Python""},{""blankLines"":28,""codeLines"":229,""commentLines"":0,""language"":""HTML""},{""blankLines"":50,""codeLines"":19654,""commentLines"":26,""language"":""XSD""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""CSV""},{""blankLines"":0,""codeLines"":164,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""XML""},{""blankLines"":129,""codeLines"":738,""commentLines"":112,""language"":""JavaScript""},{""blankLines"":63,""codeLines"":202,""commentLines"":76,""language"":""YAML""},{""blankLines"":82593,""codeLines"":262841,""commentLines"":43,""language"":""Markdown""},{""blankLines"":40,""codeLines"":233,""commentLines"":30,""language"":""Bourne Shell""}]",2026-02-05T04:53:47,3a5f2e2227d64679bbe998acfea53007102b4d94,false,false,false,false,"{""Python"":1962405,""TeX"":527275,""JavaScript"":37795,""Shell"":10991,""HTML"":5643}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-scientist;bioinformatics;chemoinformatics;claude;claude-skills;claudecode;clinical-research;computational-biology;data-analysis;drug-discovery;genomics;materials-science;metabolomics;proteomics;scientific-computing;scientific-visualization
K-Dense-AI/claude-scientific-writer,results.csv,True,SKILL.md,/skills/markitdown/SKILL.md,main,main,https://github.com/K-Dense-AI/claude-scientific-writer/blob/76d7923c8f8761904132a4b8123dcc52170dfbb7/skills/markitdown/SKILL.md,3ad7f9459c56ca036baca3c97e76f85436c33f77,,code_search,200,none,,2026-02-24T02:18:42Z,740,false,false,1,0,0,95524408,K-Dense-AI/claude-scientific-writer,false,191,1,15,84,Python,main,MIT License,https://k-dense.ai,9,740,4,5137,2025-10-27T06:52:45,2026-02-09T08:20:46,2026-02-10T07:13:25,7,3,5,0,32253,129028,6985,"[{""blankLines"":40,""codeLines"":233,""commentLines"":30,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""XML""},{""blankLines"":129,""codeLines"":738,""commentLines"":112,""language"":""JavaScript""},{""blankLines"":50,""codeLines"":19654,""commentLines"":26,""language"":""XSD""},{""blankLines"":10,""codeLines"":42,""commentLines"":0,""language"":""Text""},{""blankLines"":28,""codeLines"":229,""commentLines"":0,""language"":""HTML""},{""blankLines"":2614,""codeLines"":8848,""commentLines"":1472,""language"":""TeX""},{""blankLines"":4689,""codeLines"":15876,""commentLines"":5277,""language"":""Python""},{""blankLines"":6,""codeLines"":22,""commentLines"":21,""language"":""TOML""},{""blankLines"":24685,""codeLines"":83319,""commentLines"":47,""language"":""Markdown""},{""blankLines"":2,""codeLines"":52,""commentLines"":0,""language"":""JSON""}]",2026-02-09T08:20:43,2ae9407efbb2991cadadd2163bd94d74705826e4,true,false,false,false,"{""Python"":2842643,""TeX"":1338064,""JavaScript"":113385,""Shell"":32973,""HTML"":16929}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-agents;anthropic;claude;skills;tools;writer
MGdaasLab/WHartTest,results.csv,True,SKILL.md,/WHartTest_Skills/playwright-skill/SKILL.md,master,master,https://github.com/MGdaasLab/WHartTest/blob/9946c0628f18b419afed61d1b78ae5ad6e90bea9/WHartTest_Skills/playwright-skill/SKILL.md,a6fc84a74b238a6309d47cc6babb65f2af3aca93,,code_search,200,none,,2026-02-24T02:23:50Z,623,false,false,0,0,0,95496460,MGdaasLab/WHartTest,false,249,4,3,80,Python,master,MIT License,https://mgdaaslab.github.io/WHartTest/,17,623,5,43669,2025-09-15T03:44:07,2026-02-13T09:14:06,2026-02-13T09:13:41,9,1,33,3,17201,878462,12826,"[{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""SVG""},{""blankLines"":6449,""codeLines"":28519,""commentLines"":6731,""language"":""Python""},{""blankLines"":108,""codeLines"":565,""commentLines"":116,""language"":""CSS""},{""blankLines"":1591,""codeLines"":4030,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""HTML""},{""blankLines"":166,""codeLines"":883,""commentLines"":114,""language"":""Bourne Shell""},{""blankLines"":158,""codeLines"":1008,""commentLines"":197,""language"":""JavaScript""},{""blankLines"":42,""codeLines"":546,""commentLines"":107,""language"":""YAML""},{""blankLines"":2482,""codeLines"":8345,""commentLines"":15,""language"":""Markdown""},{""blankLines"":0,""codeLines"":784619,""commentLines"":0,""language"":""SQL""},{""blankLines"":4689,""codeLines"":32748,""commentLines"":3715,""language"":""Vuejs Component""},{""blankLines"":1463,""codeLines"":11070,""commentLines"":1765,""language"":""TypeScript""},{""blankLines"":3,""codeLines"":5973,""commentLines"":0,""language"":""JSON""},{""blankLines"":50,""codeLines"":141,""commentLines"":66,""language"":""Dockerfile""}]",2026-02-13T09:13:37,9946c0628f18b419afed61d1b78ae5ad6e90bea9,false,false,false,false,"{""Python"":1699007,""Vue"":1126476,""TypeScript"":417973,""Shell"":39824,""JavaScript"":33785,""CSS"":18869,""Dockerfile"":8057,""HTML"":357}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;javascript;python;question;wontfix,
MaksimZayats/fastdjango,results.csv,True,SKILL.md,/.claude/skills/docs-reader/SKILL.md,main,main,https://github.com/maksimzayats/fastdjango/blob/008865e34eaa3e69dad4af8a0abd16d748966585/.claude/skills/docs-reader/SKILL.md,d5fbbb69548d146858b67b46338c004460339f5e,,code_search,200,none,,2026-02-24T02:25:45Z,185,false,false,1,0,0,95599570,MaksimZayats/fastdjango,false,1845,3,5,36,Python,main,MIT License,http://fastdjango.zayats.dev/,2,185,3,4405,2021-06-17T01:12:42,2026-02-13T05:58:06,2026-02-13T05:58:03,3,0,1115,2,3619,11513,74,"[{""blankLines"":9,""codeLines"":20,""commentLines"":2,""language"":""Dockerfile""},{""blankLines"":2934,""codeLines"":8593,""commentLines"":0,""language"":""Markdown""},{""blankLines"":11,""codeLines"":41,""commentLines"":0,""language"":""make""},{""blankLines"":83,""codeLines"":628,""commentLines"":16,""language"":""YAML""},{""blankLines"":19,""codeLines"":186,""commentLines"":4,""language"":""TOML""},{""blankLines"":563,""codeLines"":2045,""commentLines"":52,""language"":""Python""}]",2026-02-13T05:57:59,fd03c98b6f311b318e920525abe9ca8407c4e096,true,false,false,false,"{""Python"":83763,""Makefile"":1086,""Dockerfile"":790}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;python;python:uv;question;wontfix,api;clean-architecture;django;python
NPC-Worldwide/npcsh,results.csv,True,SKILL.md,/npcsh/npc_team/jinxs/skills/debugging/SKILL.md,main,main,https://github.com/NPC-Worldwide/npcsh/blob/0af190982ffe40d7392606bf7507b0d4ce5672b5/npcsh/npc_team/jinxs/skills/debugging/SKILL.md,ea6995ae01445db9eefbe36599366fb3fb319786,,code_search,200,none,,2026-02-24T02:30:50Z,206,false,false,0,0,0,95427166,NPC-Worldwide/npcsh,false,344,15,60,14,Python,main,MIT License,https://npc-shell.readthedocs.com,4,206,2,66937,2025-07-08T11:43:00,2026-02-13T05:53:29,2026-02-12T05:59:31,23,1,19,1,2567,9863,1324,"[{""blankLines"":0,""codeLines"":6,""commentLines"":1,""language"":""TOML""},{""blankLines"":0,""codeLines"":200,""commentLines"":0,""language"":""CSV""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":689,""codeLines"":2299,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1825,""codeLines"":7055,""commentLines"":1314,""language"":""Python""},{""blankLines"":4,""codeLines"":9,""commentLines"":7,""language"":""make""},{""blankLines"":12,""codeLines"":60,""commentLines"":0,""language"":""Jinja Template""},{""blankLines"":0,""codeLines"":41,""commentLines"":0,""language"":""Text""},{""blankLines"":29,""codeLines"":167,""commentLines"":1,""language"":""YAML""}]",2026-02-12T05:59:00,34443499b1ffebf80c98f4a1c449412fe0096936,true,false,false,false,"{""Python"":332317,""Shell"":2949,""Makefile"":634}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
OpenBB-finance/backends-for-openbb,results.csv,True,SKILL.md,/.claude/skills/openbb-app-builder/SKILL.md,main,main,https://github.com/OpenBB-finance/backends-for-openbb/blob/58edeab620d3d8ab84e2ce84fc58fb8d229ac637/.claude/skills/openbb-app-builder/SKILL.md,2d13c448be503d70eccba43f05e729a376c0127d,,code_search,200,none,,2026-02-24T02:33:52Z,145,false,false,0,0,0,95382438,OpenBB-finance/backends-for-openbb,false,369,5,0,47,Python,main,MIT License,,2,145,9,26385,2023-09-27T05:46:03,2026-02-11T04:08:08,2026-02-13T06:47:06,2,1,70,4,2390,14381,1810,"[{""blankLines"":27,""codeLines"":111,""commentLines"":8,""language"":""TOML""},{""blankLines"":1434,""codeLines"":9136,""commentLines"":1802,""language"":""Python""},{""blankLines"":0,""codeLines"":45,""commentLines"":0,""language"":""Text""},{""blankLines"":31,""codeLines"":178,""commentLines"":0,""language"":""HTML""},{""blankLines"":894,""codeLines"":2629,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":2274,""commentLines"":0,""language"":""JSON""},{""blankLines"":4,""codeLines"":8,""commentLines"":0,""language"":""Dockerfile""}]",2026-02-11T04:08:06,a02df3bcd57d6734950f4e6634db3f55bb5c4652,false,false,false,false,"{""Python"":370772,""HTML"":6648,""Dockerfile"":260}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
OpenSQZ/GTPlanner,results.csv,True,SKILL.md,/.claude/skills/gtplanner/SKILL.md,main,main,https://github.com/OpenSQZ/GTPlanner/blob/e8771e89c85cfca450c4f3e0cf11b33d1a122465/.claude/skills/gtplanner/SKILL.md,00d3053871505e315b5b221893e0e1d2ba2aafbd,,code_search,200,none,,2026-02-24T02:34:49Z,123,false,false,0,0,0,95447731,OpenSQZ/GTPlanner,false,271,58,6,57,Python,main,MIT License,https://the-agent-builder.com,1,123,8,30137,2025-06-30T03:38:45,2026-02-10T01:40:11,2026-02-10T11:17:46,8,0,140,2,8270,25022,8121,"[{""blankLines"":23,""codeLines"":109,""commentLines"":9,""language"":""TOML""},{""blankLines"":5118,""codeLines"":13894,""commentLines"":7634,""language"":""Python""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""INI""},{""blankLines"":2,""codeLines"":6,""commentLines"":0,""language"":""Text""},{""blankLines"":96,""codeLines"":528,""commentLines"":0,""language"":""HTML""},{""blankLines"":0,""codeLines"":158,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":317,""codeLines"":1494,""commentLines"":411,""language"":""TypeScript""},{""blankLines"":218,""codeLines"":1210,""commentLines"":57,""language"":""YAML""},{""blankLines"":2487,""codeLines"":7593,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":15,""commentLines"":10,""language"":""Dockerfile""}]",2026-02-06T02:36:02,e8771e89c85cfca450c4f3e0cf11b33d1a122465,false,false,false,false,"{""Python"":974017,""TypeScript"":61628,""HTML"":20248,""Dockerfile"":711,""Batchfile"":13}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;need benchmark;question;stale;wontfix,agent;agentbuilder;pocketflow;vibe-coding
OriNachum/autonomous-intelligence,results.csv,True,SKILL.md,/qq/skills/coding/SKILL.md,main,main,https://github.com/OriNachum/autonomous-intelligence/blob/7e1c9b6f5ecf27613802e9a1705ca0097044a92c/qq/skills/coding/SKILL.md,6c4d6a1a805976f08de308c297d1bf3615252a2b,,code_search,200,none,,2026-02-24T02:35:47Z,208,false,false,0,1,0,95067358,OriNachum/autonomous-intelligence,false,441,9,0,14,Python,main,MIT License,,10,208,1,25027,2024-03-16T08:14:13,2026-02-11T12:44:59,2026-02-11T12:45:03,11,5,8,0,16247,59350,9569,"[{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""CSV""},{""blankLines"":112,""codeLines"":1206,""commentLines"":139,""language"":""YAML""},{""blankLines"":41,""codeLines"":273,""commentLines"":80,""language"":""C/C++ Header""},{""blankLines"":7181,""codeLines"":23256,""commentLines"":19,""language"":""Markdown""},{""blankLines"":12,""codeLines"":56,""commentLines"":14,""language"":""Meson""},{""blankLines"":326,""codeLines"":1369,""commentLines"":222,""language"":""Bourne Shell""},{""blankLines"":37,""codeLines"":1086,""commentLines"":0,""language"":""JSON""},{""blankLines"":87,""codeLines"":314,""commentLines"":115,""language"":""Dockerfile""},{""blankLines"":197,""codeLines"":1453,""commentLines"":16,""language"":""HTML""},{""blankLines"":8100,""codeLines"":28571,""commentLines"":8789,""language"":""Python""},{""blankLines"":5,""codeLines"":810,""commentLines"":0,""language"":""Text""},{""blankLines"":5,""codeLines"":9,""commentLines"":9,""language"":""Bourne Again Shell""},{""blankLines"":9,""codeLines"":59,""commentLines"":0,""language"":""TOML""},{""blankLines"":135,""codeLines"":884,""commentLines"":166,""language"":""C++""}]",2026-02-11T12:44:59,7e1c9b6f5ecf27613802e9a1705ca0097044a92c,true,false,false,false,"{""Python"":1704534,""C++"":63429,""Shell"":62246,""HTML"":48769,""Dockerfile"":9287,""Meson"":2568}",Review effort 2/5;Review effort 3/5;Review effort 4/5;Review effort 5/5;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
OthmanAdi/planning-with-files,results.csv,True,SKILL.md,/skills/planning-with-files/SKILL.md,master,master,https://github.com/OthmanAdi/planning-with-files/blob/d4b699ccf1c577d30fe0ae53a87db7bbb98d8731/skills/planning-with-files/SKILL.md,7f4024a5f9c480ef3b6763f2a354bf60ba84ea41,,code_search,200,none,,2026-02-24T02:35:48Z,13568,false,false,0,0,0,95590568,OthmanAdi/planning-with-files,false,107,6,23,1247,Python,master,MIT License,https://www.aikux.ai,61,13568,13,309,2026-01-03T07:37:28,2026-02-09T09:15:26,2026-02-10T09:43:27,46,5,24,0,2679,7515,493,"[{""blankLines"":52,""codeLines"":157,""commentLines"":53,""language"":""Bourne Shell""},{""blankLines"":258,""codeLines"":907,""commentLines"":178,""language"":""Python""},{""blankLines"":45,""codeLines"":122,""commentLines"":47,""language"":""PowerShell""},{""blankLines"":0,""codeLines"":133,""commentLines"":0,""language"":""JSON""},{""blankLines"":2324,""codeLines"":6196,""commentLines"":215,""language"":""Markdown""}]",2026-02-09T09:15:26,4292f000a15ecf07a6d0900ab495b80864de2a15,true,false,false,false,"{""Python"":92939,""Shell"":46695,""PowerShell"":46485}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,adal;agent;agent-skills;agents;antigravity;claude;claude-code;claude-skills;clawd;clawdbot;clawdbot-skill;clawdhub;codebuddy;cursor;factory-ai;kilocode;manus;manus-ai;moltbot;moltbot-skills
Pangu-Immortal/hunter-ai-content-factory,results.csv,True,SKILL.md,/src/factory/skills/skill.md,main,main,https://github.com/Pangu-Immortal/hunter-ai-content-factory/blob/21cebd438f668083f7307870bf079ff7f766166d/src/factory/skills/skill.md,198e197e807e90e8dc651be9c290caa6cbc15600,,code_search,200,none,,2026-02-24T02:36:48Z,176,false,false,0,0,0,95608969,Pangu-Immortal/hunter-ai-content-factory,false,45,1,0,52,Python,main,MIT License,https://github.com/Pangu-Immortal/hunter-ai-content-factory,2,176,1,12737,2026-01-22T11:08:04,2026-02-11T07:03:30,2026-02-14T07:16:19,1,0,1,0,3548,11218,4353,"[{""blankLines"":74,""codeLines"":348,""commentLines"":183,""language"":""YAML""},{""blankLines"":438,""codeLines"":1207,""commentLines"":9,""language"":""Markdown""},{""blankLines"":7,""codeLines"":326,""commentLines"":0,""language"":""JSON""},{""blankLines"":92,""codeLines"":392,""commentLines"":105,""language"":""Bourne Shell""},{""blankLines"":64,""codeLines"":293,""commentLines"":82,""language"":""DOS Batch""},{""blankLines"":6,""codeLines"":20,""commentLines"":0,""language"":""Text""},{""blankLines"":9,""codeLines"":53,""commentLines"":0,""language"":""TOML""},{""blankLines"":2656,""codeLines"":7699,""commentLines"":3810,""language"":""Python""},{""blankLines"":202,""codeLines"":880,""commentLines"":164,""language"":""CSS""}]",2026-02-11T07:03:30,21cebd438f668083f7307870bf079ff7f766166d,true,false,false,false,"{""Python"":518345,""CSS"":48806,""Shell"":21375,""Batchfile"":16887}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
PleasePrompto/notebooklm-skill,results.csv,True,SKILL.md,/SKILL.md,master,master,https://github.com/PleasePrompto/notebooklm-skill/blob/eea5cb28ba79ab8b078a1eaa44ce9ec44f75dbf8/SKILL.md,2be7e1615889f128c87c6938ca2c4f262f861a9a,,code_search,200,none,,2026-02-24T02:36:50Z,504,false,false,0,0,0,95515010,PleasePrompto/notebooklm-skill,false,6,1,4,51,Python,master,MIT License,,2,504,1,203,2025-10-19T05:36:13,2025-11-21T05:42:12,2025-11-23T07:24:19,3,0,1,0,867,2765,399,"[{""blankLines"":2,""codeLines"":8,""commentLines"":0,""language"":""Text""},{""blankLines"":398,""codeLines"":1322,""commentLines"":399,""language"":""Python""},{""blankLines"":467,""codeLines"":1435,""commentLines"":0,""language"":""Markdown""}]",2025-11-21T05:39:51,eea5cb28ba79ab8b078a1eaa44ce9ec44f75dbf8,true,false,false,false,"{""Python"":69600}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
